-1.153691824005893096e+00,3.291181500863644693e-01
-9.443959460225878066e-01,3.394114595346204855e-01
-8.452993815613444317e-01,3.396494673305200385e-01
-8.409643921261764632e-01,3.410671696774701944e-01
-8.801992815811894300e-01,3.417595679512991369e-01
-9.143615863837075697e-01,3.425088054589814912e-01
-9.355836242155746163e-01,3.432386419412193912e-01
-9.009037087342307570e-01,3.457496875938088077e-01
-8.829037973780554660e-01,3.462798658139657482e-01
-8.680354306287778599e-01,3.467954817590838124e-01
-8.571267855725192009e-01,3.473030549739708484e-01
-8.496214307295418822e-01,3.478049543774672236e-01
-8.445747266109879803e-01,3.483097339940144366e-01
-8.411326155967948637e-01,3.488142672411465584e-01
-8.379234293880735152e-01,3.493119842710317724e-01
-8.345071989078217678e-01,3.498058304709464328e-01
-8.302627913414483141e-01,3.502902131837333788e-01
-8.252290274898651523e-01,3.507753014988165829e-01
-8.196905932264265671e-01,3.512425921184082478e-01
-8.136992496190154078e-01,3.516983759478742866e-01
-8.080443529528409385e-01,3.521421832957034037e-01
-8.020659496124002974e-01,3.525810942461755637e-01
-7.965663361498737105e-01,3.530105888706367434e-01
-7.911573045561416384e-01,3.534292318861078086e-01
-7.862011823063824734e-01,3.538484864544900188e-01
-7.813615224593590813e-01,3.542610526431519968e-01
-7.771171148929856276e-01,3.546672961269680679e-01
-7.722645147789916065e-01,3.550636919684762027e-01
-7.678001226741171248e-01,3.554527192589878037e-01
-7.634651332389490452e-01,3.558394024449215154e-01
-7.590266216680159328e-01,3.562226776818870344e-01
-7.545622295631414511e-01,3.566021866706228782e-01
-7.500590166573548601e-01,3.569788249540881142e-01
-7.454911024167152345e-01,3.573449732965259806e-01
-7.414019780539895521e-01,3.577102891534219009e-01
-7.372222718224693550e-01,3.580745740937625321e-01
-7.328225810524482409e-01,3.584283201213603332e-01
-7.285393526851626778e-01,3.587805489805604431e-01
-7.244502283224371064e-01,3.591346796700234378e-01
-7.205422676973006757e-01,3.594854089423483168e-01
-7.164143225336628840e-01,3.598314120832054042e-01
-7.124416605736733077e-01,3.601716547354445463e-01
-7.082231335412411122e-01,3.605081367127132563e-01
