-5.197241446588713940e-03,1.000000000000000000e+00
-2.374345914413085977e-03,1.000000000000000000e+00
-1.037772773235828404e-03,1.000000000000000000e+00
-4.942772441647941750e-04,1.000000000000000000e+00
-5.604252228153792405e-04,1.000000000000000000e+00
-9.793042432940182469e-04,1.000000000000000000e+00
-1.508488072498699204e-03,1.000000000000000000e+00
-1.969254995025202133e-03,1.000000000000000000e+00
-2.255488992352272341e-03,1.000000000000000000e+00
-2.328443755085634996e-03,1.000000000000000000e+00
-2.234545041328340163e-03,1.000000000000000000e+00
-2.036450171226983959e-03,1.000000000000000000e+00
-1.787740752817791731e-03,1.000000000000000000e+00
-1.544965453865380532e-03,1.000000000000000000e+00
-1.344427122811232139e-03,1.000000000000000000e+00
-1.197295866868109977e-03,1.000000000000000000e+00
-1.096066770252438795e-03,1.000000000000000000e+00
-1.027998929424660084e-03,1.000000000000000000e+00
-9.815731713216108850e-04,1.000000000000000000e+00
-9.382890058721516432e-04,1.000000000000000000e+00
-8.922123136195012202e-04,1.000000000000000000e+00
-8.349655141540872653e-04,1.000000000000000000e+00
-7.670722062515078878e-04,1.000000000000000000e+00
-6.923721142661504874e-04,1.000000000000000000e+00
-6.115633698988130491e-04,1.000000000000000000e+00
-5.352924815866608871e-04,1.000000000000000000e+00
-4.546582701445228366e-04,1.000000000000000000e+00
-3.804817769347638165e-04,1.000000000000000000e+00
-3.075270142014008908e-04,1.000000000000000000e+00
-2.406809038500180571e-04,1.000000000000000000e+00
-1.754055898254301205e-04,1.000000000000000000e+00
-1.181587903600161114e-04,1.000000000000000000e+00
-5.270894341022875311e-05,1.000000000000000000e+00
7.504915783575616593e-06,1.000000000000000000e+00
6.597344572538565055e-05,1.000000000000000000e+00
1.258382390687911548e-04,1.000000000000000000e+00
1.860520982625955160e-04,1.000000000000000000e+00
2.467895562319982034e-04,1.000000000000000000e+00
3.083996788273980468e-04,1.000000000000000000e+00
3.635520831904188598e-04,1.000000000000000000e+00
4.199262180298357129e-04,1.000000000000000000e+00
4.792674125976428639e-04,1.000000000000000000e+00
5.370378108386551991e-04,1.000000000000000000e+00
5.921902152016760663e-04,1.000000000000000000e+00
6.448991586119047449e-04,1.000000000000000000e+00
7.005751617505239382e-04,1.000000000000000000e+00
7.541567697867497186e-04,1.000000000000000000e+00
8.110545034017648978e-04,1.000000000000000000e+00
8.606218541584039448e-04,1.000000000000000000e+00
9.133307975686327318e-04,1.000000000000000000e+00
9.648180105024654245e-04,1.000000000000000000e+00
1.015258025885101573e-03,1.000000000000000000e+00
1.064825376641740512e-03,1.000000000000000000e+00
1.113345529847182798e-03,1.000000000000000000e+00
1.163785545229819056e-03,1.000000000000000000e+00
1.214923692313252864e-03,1.000000000000000000e+00
1.263269312593495817e-03,1.000000000000000000e+00
1.307426142668952377e-03,1.000000000000000000e+00
1.355771762949195113e-03,1.000000000000000000e+00
1.403244718603440964e-03,1.000000000000000000e+00
1.450892207182886149e-03,1.000000000000000000e+00
1.494699971407943825e-03,1.000000000000000000e+00
1.542521992912588560e-03,1.000000000000000000e+00
1.583886296184854048e-03,1.000000000000000000e+00
1.630486587213102797e-03,1.000000000000000000e+00
1.673247153886963604e-03,1.000000000000000000e+00
1.720545576616010122e-03,1.000000000000000000e+00
1.762608011589073377e-03,1.000000000000000000e+00
1.807288440440128372e-03,1.000000000000000000e+00
1.844463953507607468e-03,1.000000000000000000e+00
1.887573586031867376e-03,1.000000000000000000e+00
1.933301212434118807e-03,1.000000000000000000e+00
1.968207797474005264e-03,1.000000000000000000e+00
2.010270232447068737e-03,1.000000000000000000e+00
2.055125194223322849e-03,1.000000000000000000e+00
2.093173371916799263e-03,1.000000000000000000e+00
2.261597644734252271e-03,1.000000000000000000e+00
2.291617307868554568e-03,1.000000000000000000e+00
2.314306588144480949e-03,1.000000000000000000e+00
2.342929987877188144e-03,1.000000000000000000e+00
2.325127629506845706e-03,1.000000000000000000e+00
2.301216618754523338e-03,1.000000000000000000e+00
2.292140906644153219e-03,1.000000000000000000e+00
2.307674336986902802e-03,1.000000000000000000e+00
2.338392131822002434e-03,1.000000000000000000e+00
2.392148272783427981e-03,1.000000000000000000e+00
2.446253479595252196e-03,1.000000000000000000e+00
2.502278548584270165e-03,1.000000000000000000e+00
2.554812959069299727e-03,1.000000000000000000e+00
2.600540585471550724e-03,1.000000000000000000e+00
2.678731335960897290e-03,1.000000000000000000e+00
6.898239335582387853e-03,1.000000000000000000e+00
5.361825995051779439e-03,1.000000000000000000e+00
8.384561726580759544e-03,1.000000000000000000e+00
4.126900829510671970e-02,1.000000000000000000e+00
4.218809867920692708e-02,1.000000000000000000e+00
4.301259221784906051e-02,1.000000000000000000e+00
3.700220187275618522e-02,1.000000000000000000e+00
3.823248446248698335e-02,1.000000000000000000e+00
4.096165581383051646e-02,1.000000000000000000e+00
4.223749149703837774e-02,1.000000000000000000e+00
4.240190151257624412e-02,1.000000000000000000e+00
4.191076586106503438e-02,1.000000000000000000e+00
